,J,Kreis,männlich,weiblich,DAlter_m,DAlter_w,Ein,Geschl_v,D_Alter
46,2000,Kronach (Lkr),36994,38597,39.4917824512083,43.003134958675545,75591,95.84682747363786,41.28468997631993
47,2000,Kulmbach (Lkr),38175,40650,39.233267845448594,43.13977859778598,78825,93.91143911439114,41.247852838566445
48,2000,Landsberg am Lech (Lkr),52996,52943,37.176503887085815,40.026556863041385,105939,100.10010766295827,38.60081745155231
49,2000,Landshut (Krfr.St),27471,31275,40.43900840886754,44.91350919264588,58746,87.83693045563548,42.821128247029584
50,2000,Landshut (Lkr),71107,71335,36.77864345282462,39.247003574682836,142442,99.68038129950236,38.01479900591118
51,2000,Lichtenfels (Lkr),34711,36129,38.35648641640979,41.82258019873232,70840,96.0751750671206,40.12422360248447
52,2000,Lindau (Bodensee) (Lkr),37147,39959,39.04611408727488,42.58021972521835,77106,92.96278685652794,40.87761004331699
53,2000,Main0Spessart (Lkr),65381,66631,38.3038344473165,41.277618525911365,132012,98.12399633804085,39.80480562373118
54,2000,Memmingen (Krfr.St),19609,21240,39.07777041154572,43.311440677966104,40849,92.32109227871939,41.279125559989225
55,2000,Miesbach (Lkr),43770,47884,39.238839387708474,42.761987302648066,91654,91.40840364213516,41.07948371047636
56,2000,Miltenberg (Lkr),65340,65921,37.3129476584022,40.12337494880236,131261,99.11864201089182,38.724381194718916
57,2000,Mühldorf a.Inn (Lkr),53533,54947,38.10544897539835,41.48661437385117,108480,97.42661109796713,39.81806784660767
58,2000,München (Lkr),146187,149060,39.36330179838153,41.98948074600832,295247,98.07258821950893,40.68916872991089
59,2000,"München, Landeshauptstadt",581153,629070,39.531582905018126,43.24368830177882,1210223,92.38288266806556,41.461123280585475
60,2000,Neu0Ulm (Lkr),78846,80824,37.92312863049489,40.86523804810452,159670,97.55270711669802,39.41240683910566
61,2000,Neuburg0Schrobenhausen (Lkr),44274,44941,37.11211998012377,40.14866157851405,89215,98.51583186844974,38.641741859552766
62,2000,Neumarkt i.d.OPf. (Lkr),62622,63747,36.64705694484366,39.25508651387516,126369,98.23521106875617,37.962680720746384
63,2000,Neustadt a.d.Aisch0Bad Windsheim (Lkr),48739,49932,37.83409589856173,40.908956180405355,98671,97.61075062084434,39.390114623344246
64,2000,Neustadt a.d.Waldnaab (Lkr),49792,51219,37.28685330976864,40.3465315605537,101011,97.21392452019758,38.838304739087825
65,2000,Nürnberg (Krfr.St),234549,253851,40.140657176112455,44.183777097588745,488400,92.39632697921222,42.24211097461097
66,2000,Nürnberger Land (Lkr),82134,85890,39.1992597462683,42.28413086505996,168024,95.62696472231924,40.77617483216683
67,2000,Oberallgäu (Lkr),71353,76052,38.14090507757207,41.43086309367275,147405,93.82133277231368,39.838322987686986
68,2000,Ostallgäu (Lkr),64667,66879,37.616929809640155,40.87631394010078,131546,96.69253427832354,39.274025816064345
69,2000,Passau (Krfr.St),23782,26754,39.944832226053315,43.95555804739478,50536,88.89138072811542,42.06812965015039
70,2000,Passau (Lkr),91394,95115,37.69280259097972,40.92396572570047,186509,96.08789360248122,39.3406162705285
71,2000,Pfaffenhofen a.d.Ilm (Lkr),55720,55949,36.9437903804738,39.41957854474611,111669,99.59069867200486,38.18422301623548
72,2000,Regen (Lkr),40907,41605,37.976214339844034,41.46218002643913,82512,98.32231702920322,39.7339417296878
73,2000,Regensburg (Krfr.St),59833,65843,39.28597930907693,43.701456494995675,125676,90.87222635663625,41.59929501257201
74,2000,Regensburg (Lkr),87612,88455,37.07600557001324,39.464043864111694,176067,99.04697303713753,38.27574162108743
75,2000,Rhön0Grabfeld (Lkr),43314,43295,37.825945421803574,40.57856565423259,86609,100.04388497517034,39.20195360759274
76,2000,Rosenheim (Krfr.St),28731,30177,39.12418641885072,42.91271498160851,58908,95.20827119992047,41.06494873361852
77,2000,Rosenheim (Lkr),115606,120874,37.94114492327388,40.93918460545692,236480,95.64174264109734,39.47355801759134
78,2000,Roth (Lkr),61398,62789,37.694110557347145,40.2790616190734,124187,97.78464380703626,39.00106291318737
79,2000,Rottal0Inn (Lkr),57905,60262,38.092962611173476,41.52613587335303,118167,96.08874580996316,39.84378887506664
80,2000,Schwabach (Krfr.St),18383,19830,39.07822444649948,42.554059505799295,38213,92.7029752899647,40.88195116845053
81,2000,Schwandorf (Lkr),71079,72264,37.935283276354475,41.30654267685154,143343,98.36017934241116,39.63484788235212
82,2000,Schweinfurt (Krfr.St),25710,28615,40.57868533644496,45.21286038790844,54325,89.84798182771274,43.019677864703176
83,2000,Schweinfurt (Lkr),57838,58731,37.910525951796394,40.540770632204456,116569,98.47950826650322,39.23572304815174
84,2000,Starnberg (Lkr),59360,65596,39.94236859838275,43.01692176352216,124956,90.49332276358315,41.556363840071704
85,2000,Straubing (Krfr.St),21476,22538,39.68723225926616,44.27872925725441,44014,95.28795811518324,42.038374153678376
86,2000,Straubing0Bogen (Lkr),47054,48188,37.129532027032774,40.15003735369802,95242,97.64671702498548,38.65776653157221
87,2000,Tirschenreuth (Lkr),39427,40566,38.29147538488853,41.949366464526946,79993,97.19222994626041,40.146462815496356
88,2000,Traunstein (Lkr),80910,86736,38.91046842170313,42.47981230400295,167646,93.28306585500829,40.757160922419864
89,2000,Unterallgäu (Lkr),65796,67913,37.276855735911,40.889991606908836,133709,96.88277649345486,39.112026864309804
90,2000,Weiden i.d.OPf. (Krfr.St),20220,22810,39.12012858555885,43.83871109162648,43030,88.64533099517755,41.62142691145712
91,2000,Weilheim0Schongau (Lkr),62808,64210,38.347885619666286,40.93666095623735,127018,97.8165394798318,39.65656048748996
92,2000,Weißenburg0Gunzenhausen (Lkr),46640,48469,37.98301886792453,41.73537725143906,95109,96.22645402215849,39.895278049395955
93,2000,Wunsiedel i.Fichtelgebirge (Lkr),41037,45007,40.8781587348003,45.17686137711912,86044,91.179149910014,43.12667937334387
94,2000,Würzburg (Krfr.St),59038,68928,39.093668484704764,43.10326717734448,127966,85.65169452181986,41.253411062313425
95,2000,Würzburg (Lkr),78646,80273,37.86342598479261,40.196155618950336,158919,97.973166569083,39.041731951497304
96,2001,Aichach0Friedberg (Lkr),61728,62773,37.37001036806635,39.6644895098211,124501,98.33527153393975,38.52687930217428
97,2001,Altötting (Lkr),52766,56257,38.651726490543155,42.18207511954068,109023,93.79455001155412,40.47342303917522
98,2001,Amberg (Krfr.St),21057,23160,39.64581849266277,44.053238341968914,44217,90.91968911917098,41.95433882895719
99,2001,Amberg0Sulzbach (Lkr),53892,55191,37.916184220292436,40.6130890906126,109083,97.64635538403,39.28069451701915
100,2001,Ansbach (Krfr.St),19156,21256,39.91689287951556,43.45695333082424,40412,90.12043658261197,41.77890230624567
101,2001,Ansbach (Lkr),90663,93005,37.438017713951666,40.445793236922746,183668,97.48185581420353,38.96108195221813
102,2001,Aschaffenburg (Krfr.St),32765,35596,39.05777506485579,42.758933588043604,68361,92.04685919766266,40.98499144248914
103,2001,Aschaffenburg (Lkr),86568,88009,38.278220589594305,40.65554659182584,174577,98.36266745446488,39.476695097292314
104,2001,Augsburg (Krfr.St),123672,134164,39.647414127692606,43.78772248889419,257836,92.17972034226767,41.80180812609566
105,2001,Augsburg (Lkr),117330,121206,37.850276996505585,40.35170701120406,238536,96.80213850799466,39.12131502163196
106,2001,Bad Kissingen (Lkr),53286,56212,39.198682580790454,42.88714153561517,109498,94.79470575677792,41.092193464720815
107,2001,Bad Tölz0Wolfratshausen (Lkr),57128,60288,38.780825514633804,41.764845408704886,117416,94.75849256900213,40.31298971179396
108,2001,Bamberg (Krfr.St),32185,37211,40.00661798974678,44.48770524844804,69396,86.49324124586816,42.40943282033547
109,2001,Bamberg (Lkr),71282,71825,36.83582110490727,39.23200835363731,143107,99.24399582318134,38.038460732179416
110,2001,Bayreuth (Krfr.St),35715,38804,38.87697046059079,43.51242139985568,74519,92.03948046593135,41.29077148109878
111,2001,Bayreuth (Lkr),53613,55636,38.672933803368586,41.75111438636854,109249,96.36386512330147,40.24052394072257
112,2001,Berchtesgadener Land (Lkr),48145,52481,39.88358084951708,44.45208742211467,100626,91.7379623101694,42.26626319241548
113,2001,Cham (Lkr),65048,66368,38.235795105153116,41.166480834136934,131416,98.01108968177434,39.715856516710296
114,2001,Coburg (Krfr.St),20227,22571,40.44054976022149,45.33454432679102,42798,89.61499268973462,43.02156642833777
115,2001,Coburg (Lkr),45318,46881,39.13347897082837,42.09417461231629,92199,96.66602674857619,40.6389223310448
116,2001,Dachau (Lkr),64885,66460,38.045095168374814,40.3654980439362,131345,97.6301534757749,39.219208953519356
117,2001,Deggendorf (Lkr),57170,59388,37.97673605037607,41.26000202061022,116558,96.26523876877484,39.64960792052025
118,2001,Dillingen a.d.Donau (Lkr),46597,47838,37.00437796424662,40.17950165140683,94435,97.40582800284294,38.61280245671626
119,2001,Dingolfing0Landau (Lkr),45548,45670,37.63574690436462,40.51460477337421,91218,99.73286621414495,39.07710101076542
120,2001,Donau0Ries (Lkr),65166,65169,37.660098824540405,40.74044407617119,130335,99.99539658426554,39.200306901446275
121,2001,Ebersberg (Lkr),59435,60981,38.1146799024144,40.203096046309504,120416,97.4647841130844,39.172294379484455
122,2001,Eichstätt (Lkr),60458,60573,36.67971153528069,38.91608472421706,121031,99.81014643488024,37.79896059687188
123,2001,Erding (Lkr),59232,58717,36.68618314424636,38.57569358107533,117949,100.87708840710528,37.626813283707364
124,2001,Erlangen (Krfr.St),49599,52313,38.900844775096274,42.107411159749965,101912,94.81199701794965,40.54682471151582
125,2001,Erlangen0Höchstadt (Lkr),64550,65201,37.850704879938036,39.68804159445407,129751,99.00154905599608,38.773982474123514
126,2001,Forchheim (Lkr),55807,57031,37.55360438654649,40.265802808998615,112838,97.85379881117288,38.92441376132154
127,2001,Freising (Lkr),78684,76712,36.548815515225456,38.31357545103765,155396,102.5706538742309,37.419997940744935
128,2001,Freyung0Grafenau (Lkr),40495,42058,37.909939498703544,40.92408103095725,82553,96.28370345713063,39.445544074715635
129,2001,Fürstenfeldbruck (Lkr),95956,99913,39.22641627412564,41.69462432316115,195869,96.03955441233873,40.48545201129326
130,2001,Fürth (Krfr.St),53673,57584,38.729118923853704,42.19458530147263,111257,93.2081828285635,40.52276261268954
131,2001,Fürth (Lkr),55568,57962,39.44701986754967,41.97325834167213,113530,95.8697077395535,40.73677442085792
132,2001,Garmisch0Partenkirchen (Lkr),41503,45905,39.86564826639038,44.18030715608322,87408,90.41063065025597,42.13162410763317
133,2001,Günzburg (Lkr),60504,61610,37.21509321697739,40.440464210355465,122114,98.20483687713035,38.84238498452266
134,2001,Haßberge (Lkr),44150,44262,37.83404303510759,40.63108309610953,88412,99.74696127603814,39.23433470569606
135,2001,Hof (Krfr.St),23941,26713,40.619815379474545,45.18013701194175,50654,89.62302998540036,43.02475618904726
136,2001,Hof (Lkr),52466,56278,40.82590630122365,44.170315220867835,108744,93.22648281744198,42.55672956668874
137,2001,Ingolstadt (Krfr.St),57839,59472,38.54670723906015,41.74238297013721,117311,97.25417002959375,40.166787428288906
138,2001,Kaufbeuren (Krfr.St),19968,22278,40.002003205128204,44.36681928359817,42246,89.63102612442768,42.30374473322918
139,2001,Kelheim (Lkr),55153,55765,37.30438960709299,40.08912400251054,110918,98.9025374338743,38.704439315530394
140,2001,Kempten (Allgäu) (Krfr.St),29206,32299,40.12161884544272,44.42849623827363,61505,90.42385213164495,42.383350947077474
141,2001,Kitzingen (Lkr),44133,44971,38.069131942084155,40.95968513041738,89104,98.13657690511664,39.528000987609985
142,2001,Kronach (Lkr),36970,38488,39.75615363808493,43.16519434628975,75458,96.05591353149033,41.49496408598161
143,2001,Kulmbach (Lkr),38095,40579,39.52739204620029,43.36518889080559,78674,93.87860716133962,41.506876477616494
144,2001,Landsberg am Lech (Lkr),53700,53909,37.463612662942275,40.10517724313195,107609,99.6123096328999,38.78696019849641
145,2001,Landshut (Krfr.St),27928,31585,40.54028215411057,44.889662814627194,59513,88.42171917049232,42.8486045065784
146,2001,Landshut (Lkr),72168,72336,37.04313546170048,39.45374364078744,144504,99.76775049767751,38.24984083485578
147,2001,Lichtenfels (Lkr),34679,36195,38.66472504974192,42.063378919740295,70874,95.81157618455588,40.400400711121144
148,2001,Lindau (Bodensee) (Lkr),37602,40248,39.209643104090205,42.68311468892864,77850,93.4257602862254,41.005407835581245
149,2001,Main0Spessart (Lkr),65497,66709,38.62859367604623,41.52983855251915,132206,98.18315369740215,40.092514711889024
150,2001,Memmingen (Krfr.St),19766,21335,39.291004755641,43.40187485352707,41101,92.645887040075,41.42490450354006
151,2001,Miesbach (Lkr),44371,48349,39.42426359559172,42.82100974166994,92720,91.77232207491365,41.19550258843831
152,2001,Miltenberg (Lkr),65393,65976,37.664933555579346,40.363283618285436,131369,99.11634533769855,39.02009606528176
153,2001,Mühldorf a.Inn (Lkr),54167,55566,38.34729632433031,41.533851635892454,109733,97.48227333261347,39.9608868799723
154,2001,München (Lkr),148601,151282,39.5424862551396,42.05973612194445,299883,98.22781295858066,40.81236348842715
155,2001,"München, Landeshauptstadt",591796,636162,39.49260724979554,43.11745278718314,1227958,93.02599023519167,41.37051267225752
156,2001,Neu0Ulm (Lkr),79650,81460,38.18045197740113,41.046575006137985,161110,97.77805057697029,39.629613307677985
157,2001,Neuburg0Schrobenhausen (Lkr),44959,45265,37.282590804955625,40.291925328620344,90224,99.32398100077322,38.79236123426139
158,2001,Neumarkt i.d.OPf. (Lkr),63141,64171,36.944109215881916,39.49911953997912,127312,98.39491359025104,38.23194985547317
159,2001,Neustadt a.d.Aisch0Bad Windsheim (Lkr),49063,50093,38.067240079082,41.122033018585434,99156,97.94382448645518,39.61050264230102
160,2001,Neustadt a.d.Waldnaab (Lkr),49839,51204,37.60187804731235,40.61407311928755,101043,97.3341926411999,39.12832160565304
161,2001,Nürnberg (Krfr.St),236180,255127,40.27440934880176,44.19356634146915,491307,92.57350260850478,42.309557974952526
162,2001,Nürnberger Land (Lkr),82501,86192,39.457400516357374,42.4749396695749,168693,95.7177000185632,40.999181945901725
163,2001,Oberallgäu (Lkr),71846,76469,38.434498789076635,41.57015261086192,148315,93.95441289934483,40.051195091528164
164,2001,Ostallgäu (Lkr),65152,67237,37.95776031434185,41.078111753945,132389,96.89902880854292,39.54250730800897
165,2001,Passau (Krfr.St),23860,26809,40.18017602682313,44.10712820321534,50669,88.99996269909359,42.25792891116856
166,2001,Passau (Lkr),91863,95492,38.0439785332506,41.22492983705441,187355,96.19968164872449,39.66526113527795
167,2001,Pfaffenhofen a.d.Ilm (Lkr),56541,56570,37.16251923383032,39.631324023333924,113111,99.94873607919392,38.397238111235865
168,2001,Regen (Lkr),41041,41680,38.32084988182549,41.69625719769674,82721,98.46689059500959,40.02159064808211
169,2001,Regensburg (Krfr.St),60724,66474,39.28061392530137,43.58883172368144,127198,91.35000150434756,41.532099561313856
170,2001,Regensburg (Lkr),88617,89478,37.38270309308598,39.68573280582937,178095,99.03775229665392,38.53978494623656
171,2001,Rhön0Grabfeld (Lkr),43413,43304,38.18782392370949,40.859620358396455,86717,100.25170884906707,39.52204296735358
172,2001,Rosenheim (Krfr.St),28891,30419,39.32906441452356,43.0606528814228,59310,94.97682369571649,41.24292699376159
173,2001,Rosenheim (Lkr),117474,122632,38.18652638030543,41.05641268184487,240106,95.79392002087546,39.652295236270646
174,2001,Roth (Lkr),61718,63245,38.00144204284001,40.56783935488971,124963,97.58557988773816,39.300320894984914
175,2001,Rottal0Inn (Lkr),58587,60520,38.340826463208565,41.69839722405816,119107,96.80601454064772,40.04685702771457
176,2001,Schwabach (Krfr.St),18543,19975,39.12317316507577,42.56916145181477,38518,92.83103879849813,40.91022379147412
177,2001,Schwandorf (Lkr),71626,72744,38.18229413899981,41.48327009787749,144370,98.46310348619818,39.84556348271801
178,2001,Schweinfurt (Krfr.St),25860,28708,40.68031709203403,45.252264177232824,54568,90.0794203706284,43.08559961882422
179,2001,Schweinfurt (Lkr),57974,58900,38.27460585779832,40.812886247877756,116874,98.42784380305602,39.55380152985266
180,2001,Starnberg (Lkr),60339,66249,40.04181375229951,43.083940889673805,126588,91.07911062808495,41.633891048124624
181,2001,Straubing (Krfr.St),21696,22620,39.91565265486726,44.4080459770115,44316,95.91511936339523,42.20868309414207
182,2001,Straubing0Bogen (Lkr),47496,48539,37.365504463533775,40.28752137456478,96035,97.85121242712046,38.84238038215234
183,2001,Tirschenreuth (Lkr),39326,40478,38.61259726389666,42.121843964622755,79804,97.15400958545382,40.39254924565185
184,2001,Traunstein (Lkr),81546,87281,39.13555539204866,42.61735085528351,168827,93.429268683906,40.93559087112843
185,2001,Unterallgäu (Lkr),66403,68517,37.618104603707664,41.03177313659384,134920,96.91463432432826,39.35168247850578
186,2001,Weiden i.d.OPf. (Krfr.St),20249,22822,39.24075262975949,43.80115677854702,43071,88.72579090351415,41.657170718116596
187,2001,Weilheim0Schongau (Lkr),63569,64974,38.49772687945382,41.0773386277588,128543,97.83759657709238,39.801630582762186
188,2001,Weißenburg0Gunzenhausen (Lkr),46737,48439,38.24291246763806,41.8706414252978,95176,96.48630235966887,40.089213667311085
189,2001,Wunsiedel i.Fichtelgebirge (Lkr),40758,44520,41.13295549340007,45.410714285714285,85278,91.54986522911052,43.36619057670208
190,2001,Würzburg (Krfr.St),59865,70050,39.08602689384448,42.94541042112777,129915,85.46038543897217,41.167001500981414
191,2001,Würzburg (Lkr),78752,80559,38.227092645266154,40.47814645166896,159311,97.75692349706426,39.36538594321798
192,2002,Aichach0Friedberg (Lkr),62269,63265,37.67847564598757,39.87294712716352,125534,98.42566980162808,38.784416970701166
193,2002,Altötting (Lkr),53013,56577,38.90368400203724,42.30636124220089,109590,93.7006203934461,40.66035222191806
194,2002,Amberg (Krfr.St),21234,23209,39.87246868230197,44.21543366797363,44443,91.49037011504157,42.14044956461085
195,2002,Amberg0Sulzbach (Lkr),53877,55167,38.22644170982052,40.87758986350536,109044,97.66164554896949,39.567697443233925
196,2002,Ansbach (Krfr.St),19208,21329,40.13905664306539,43.649725725538,40537,90.0557925828684,41.98623479783901
197,2002,Ansbach (Lkr),90804,93163,37.81151711378353,40.70106158024108,183967,97.4678788789541,39.27481559192681
198,2002,Aschaffenburg (Krfr.St),32965,35717,39.30969209767936,42.86367836044461,68682,92.29498558109583,41.15788707376023
199,2002,Aschaffenburg (Lkr),86631,88232,38.61753875633434,40.9399084232478,174863,98.18546559071538,39.78935509513162
200,2002,Augsburg (Krfr.St),124351,134880,39.82631422344814,43.795321767497036,259231,92.19380189798339,41.89142116490697
201,2002,Augsburg (Lkr),118058,121921,38.166672313608565,40.5690242041978,239979,96.83155485929413,39.387183878589376
202,2002,Bad Kissingen (Lkr),53215,56167,39.52825331203608,43.14577955026973,109382,94.74424484127691,41.38583130679636
203,2002,Bad Tölz0Wolfratshausen (Lkr),57475,60677,39.07612005219661,41.89767127577171,118152,94.7228768726206,40.52512864784346
204,2002,Bamberg (Krfr.St),32427,37299,40.20063527307491,44.489905895600415,69726,86.93798761360895,42.495123770186154
205,2002,Bamberg (Lkr),71623,72254,37.1412953939377,39.494325573670665,143877,99.12669194785065,38.322970314921776
206,2002,Bayreuth (Krfr.St),35793,38765,39.11630765792194,43.646407842125626,74558,92.33329033922352,41.47164623514579
207,2002,Bayreuth (Lkr),53699,55603,39.021303934896366,42.01106055428664,109302,96.57572433142096,40.54222246619458
208,2002,Berchtesgadener Land (Lkr),48562,52742,40.16134014249825,44.57895036214023,101304,92.07462743164841,42.46128484561321
209,2002,Cham (Lkr),65171,66451,38.598824630587224,41.40715715339122,131622,98.07376864155543,40.016646153378616
210,2002,Coburg (Krfr.St),20147,22482,40.7034794262173,45.49297215550218,42629,89.61391335290455,43.22939782776983
211,2002,Coburg (Lkr),45253,46952,39.458709919784326,42.33634349974442,92205,96.38141080252173,40.92403882652785
212,2002,Dachau (Lkr),65277,66990,38.26629593884523,40.511404687266754,132267,97.44290192566054,39.40338860033115
213,2002,Deggendorf (Lkr),57317,59626,38.30432506935115,41.469694428604974,116943,96.12752825948412,39.918259322918004
214,2002,Dillingen a.d.Donau (Lkr),46914,48091,37.272157564905996,40.3426836622237,95005,97.55255661142418,38.82644071364665
215,2002,Dingolfing0Landau (Lkr),45945,45962,37.866144302970945,40.70412514686045,91907,99.9630129237196,39.28539719499059
216,2002,Donau0Ries (Lkr),65452,65381,37.96168184318279,40.85139413591104,130833,100.1085942399168,39.405753900009934
217,2002,Ebersberg (Lkr),60056,61556,38.3770647395764,40.43709792709078,121612,97.56319448957046,39.419785876393775
218,2002,Eichstätt (Lkr),61286,61180,36.99650817478707,39.120039228506045,122466,100.17325923504414,38.05735469436415
219,2002,Erding (Lkr),59760,59456,36.97193775100401,38.812483180839614,119216,100.51130247578041,37.889863776674275
220,2002,Erlangen (Krfr.St),49707,52491,39.05735610678576,42.15930349964756,102198,94.69623364005258,40.650580246188774
221,2002,Erlangen0Höchstadt (Lkr),64799,65656,38.28168644577848,40.0611216035092,130455,98.69471183136346,39.17724885976007
222,2002,Forchheim (Lkr),56039,57292,37.891843180642056,40.52386022481324,113331,97.8129581791524,39.222401637680775
223,2002,Freising (Lkr),79487,77674,36.7420207077887,38.52743517779437,157161,102.33411437546668,37.62442972493176
224,2002,Freyung0Grafenau (Lkr),40444,42027,38.26441499357136,41.21709853189616,82471,96.23337378352012,39.769094590825866
225,2002,Fürstenfeldbruck (Lkr),96578,100814,39.48290500942244,41.877973297359496,197392,95.79820263058703,40.70613804004215
226,2002,Fürth (Krfr.St),54010,57774,38.882873541936675,42.20133624121577,111784,93.48495863191056,40.59797466542618
227,2002,Fürth (Lkr),55733,58107,39.794735614447454,42.2898445970365,113840,95.9144337171081,41.068306394940265
228,2002,Garmisch0Partenkirchen (Lkr),41764,45945,40.11196245570348,44.35294373707694,87709,90.899989117423,42.33353475698047
229,2002,Günzburg (Lkr),60781,61793,37.47547753409783,40.6496528733028,122574,98.36227404398556,39.07566857571753
230,2002,Haßberge (Lkr),44114,44187,38.152627283855466,40.916989159707605,88301,99.83479303867654,39.53595089523335
231,2002,Hof (Krfr.St),23738,26412,40.97101693487236,45.402089959109496,50150,89.87581402392851,43.30468594217348
232,2002,Hof (Lkr),52240,55958,41.07245405819295,44.383859323063724,108198,93.3557310840273,42.78505147969464
